-2 1.41231e+20 6.66916e-25 inf -nan -nan 
-1.99 1.1563e+20 1.72942e-24 inf -nan -nan 
-1.98 9.46701e+19 4.42797e-24 inf -nan -nan 
-1.97 7.75093e+19 1.1195e-23 inf -nan -nan 
-1.96 6.34593e+19 2.79516e-23 inf -nan -nan 
-1.95 5.1956e+19 6.89275e-23 inf -nan -nan 
-1.94 4.2538e+19 1.67891e-22 inf -nan -nan 
-1.93 3.48272e+19 4.03975e-22 inf -nan -nan 
-1.92 2.85141e+19 9.60323e-22 inf -nan -nan 
-1.91 2.33454e+19 2.25558e-21 inf -nan -nan 
-1.9 1.91136e+19 5.23503e-21 inf -nan -nan 
-1.89 1.56489e+19 1.20072e-20 inf -nan -nan 
-1.88 1.28122e+19 2.7219e-20 inf -nan -nan 
-1.87 1.04897e+19 6.09884e-20 inf -nan -nan 
-1.86 8.58828e+18 1.35086e-19 inf -nan -nan 
-1.85 7.03149e+18 2.95802e-19 inf -nan -nan 
-1.84 5.75689e+18 6.40415e-19 inf -nan -nan 
-1.83 4.71335e+18 1.37098e-18 inf -nan -nan 
-1.82 3.85896e+18 2.90236e-18 inf -nan -nan 
-1.81 3.15945e+18 6.0766e-18 inf -nan -nan 
-1.8 2.58674e+18 1.25834e-17 inf -nan -nan 
-1.79 2.11784e+18 2.57753e-17 inf -nan -nan 
-1.78 1.73394e+18 5.22296e-17 inf -nan -nan 
-1.77 1.41963e+18 1.04706e-16 inf -nan -nan 
-1.76 1.1623e+18 2.07689e-16 inf -nan -nan 
-1.75 9.51608e+17 4.07636e-16 inf -nan -nan 
-1.74 7.79111e+17 7.91754e-16 inf -nan -nan 
-1.73 6.37882e+17 1.52196e-15 inf -nan -nan 
-1.72 5.22254e+17 2.89564e-15 inf -nan -nan 
-1.71 4.27585e+17 5.45322e-15 inf -nan -nan 
-1.7 3.50077e+17 1.01663e-14 inf -nan -nan 
-1.69 2.86619e+17 1.87634e-14 inf -nan -nan 
-1.68 2.34664e+17 3.42873e-14 inf -nan -nan 
-1.67 1.92126e+17 6.20382e-14 inf -nan -nan 
-1.66 1.573e+17 1.11154e-13 inf -nan -nan 
-1.65 1.28786e+17 1.97226e-13 inf -nan -nan 
-1.64 1.05441e+17 3.46584e-13 inf -nan -nan 
-1.63 8.63279e+16 6.0324e-13 inf -nan -nan 
-1.62 7.06793e+16 1.04002e-12 inf -nan -nan 
-1.61 5.78673e+16 1.7762e-12 inf -nan -nan 
-1.6 4.73778e+16 3.00521e-12 inf -nan -nan 
-1.59 3.87896e+16 5.03751e-12 inf -nan -nan 
-1.58 3.17583e+16 8.36657e-12 inf -nan -nan 
-1.57 2.60015e+16 1.37688e-11 inf -nan -nan 
-1.56 2.12882e+16 2.24538e-11 inf -nan -nan 
-1.55 1.74293e+16 3.62874e-11 inf -nan -nan 
-1.54 1.42699e+16 5.81191e-11 inf -nan -nan 
-1.53 1.16832e+16 9.22581e-11 inf -nan -nan 
-1.52 9.5654e+15 1.45157e-10 inf -nan -nan 
-1.51 7.83149e+15 2.26381e-10 inf -nan -nan 
-1.5 6.41188e+15 3.49974e-10 inf -nan -nan 
-1.49 5.2496e+15 5.36345e-10 inf -nan -nan 
-1.48 4.29801e+15 8.14864e-10 inf -nan -nan 
-1.47 3.51891e+15 1.22738e-09 inf -nan -nan 
-1.46 2.88104e+15 1.8329e-09 inf -nan -nan 
-1.45 2.3588e+15 2.71383e-09 inf -nan -nan 
-1.44 1.93122e+15 3.98405e-09 inf -nan -nan 
-1.43 1.58115e+15 5.79932e-09 inf -nan -nan 
-1.42 1.29454e+15 8.37045e-09 inf -nan -nan 
-1.41 1.05988e+15 1.19798e-08 inf -nan -nan 
-1.4 8.67753e+14 1.70014e-08 inf -nan -nan 
-1.39 7.10456e+14 2.39252e-08 inf -nan -nan 
-1.38 5.81672e+14 3.33862e-08 inf -nan -nan 
-1.37 4.76233e+14 4.61968e-08 inf -nan -nan 
-1.36 3.89906e+14 6.33852e-08 inf -nan -nan 
-1.35 3.19228e+14 8.62349e-08 inf -nan -nan 
-1.34 2.61362e+14 1.16328e-07 inf -nan -nan 
-1.33 2.13985e+14 1.55587e-07 inf -nan -nan 
-1.32 1.75196e+14 2.06313e-07 inf -nan -nan 
-1.31 1.43438e+14 2.71215e-07 inf -nan -nan 
-1.3 1.17437e+14 3.53426e-07 inf -nan -nan 
-1.29 9.61494e+13 4.56493e-07 inf -nan -nan 
-1.28 7.87205e+13 5.84345e-07 inf -nan -nan 
-1.27 6.44508e+13 7.41208e-07 inf -nan -nan 
-1.26 5.27678e+13 9.31471e-07 inf -nan -nan 
-1.25 4.32026e+13 1.15949e-06 inf -nan -nan 
-1.24 3.53713e+13 1.42932e-06 inf -nan -nan 
-1.23 2.89595e+13 1.74432e-06 inf -nan -nan 
-1.22 2.371e+13 2.10674e-06 inf -nan -nan 
-1.21 1.94121e+13 2.51711e-06 inf -nan -nan 
-1.2 1.58933e+13 2.97367e-06 inf -nan -nan 
-1.19 1.30123e+13 3.47155e-06 inf -nan -nan 
-1.18 1.06536e+13 4.00211e-06 inf -nan -nan 
-1.17 8.72238e+12 4.55215e-06 inf -nan -nan 
-1.16 7.14127e+12 5.10323e-06 inf -nan -nan 
-1.15 5.84676e+12 5.63127e-06 inf -nan -nan 
-1.14 4.78691e+12 6.10639e-06 inf -nan -nan 
-1.13 3.91919e+12 6.49329e-06 inf -nan -nan 
-1.12 3.20875e+12 6.75239e-06 inf -nan -nan 
-1.11 2.62709e+12 6.84192e-06 inf -nan -nan 
-1.1 2.15088e+12 6.72131e-06 inf -nan -nan 
-1.09 1.76098e+12 6.35634e-06 inf -nan -nan 
-1.08 1.44176e+12 5.72618e-06 inf -nan -nan 
-1.07 1.18041e+12 4.83313e-06 inf -nan -nan 
-1.06 9.66435e+11 3.71518e-06 inf -nan -nan 
-1.05 7.91246e+11 2.46217e-06 inf -nan -nan 
-1.04 6.47814e+11 1.23588e-06 inf -nan -nan 
-1.03 5.30381e+11 2.94603e-07 inf -nan -nan 
-1.02 4.34237e+11 2.27292e-08 inf -nan -nan 
-1.01 3.5552e+11 9.65651e-07 inf -nan -nan 
-1 2.91073e+11 3.87044e-06 inf -nan -nan 
-0.99 2.38308e+11 9.73248e-06 inf -nan -nan 
-0.98 1.95108e+11 1.98482e-05 inf -nan -nan 
-0.97 1.59739e+11 3.58738e-05 inf -nan -nan 
-0.96 1.30782e+11 5.98901e-05 inf -nan -nan 
-0.95 1.07073e+11 9.44723e-05 inf -nan -nan 
-0.94 8.76629e+10 0.000142765 inf -nan -nan 
-0.93 7.1771e+10 0.000208561 inf -nan -nan 
-0.92 5.876e+10 0.000296382 inf -nan -nan 
-0.91 4.81076e+10 0.000411564 inf -nan -nan 
-0.9 3.93863e+10 0.000560337 inf -nan -nan 
-0.89 3.22459e+10 0.000749908 inf -nan -nan 
-0.88 2.64e+10 0.000988539 inf -nan -nan 
-0.87 2.16138e+10 0.00128561 inf -nan -nan 
-0.86 1.76952e+10 0.00165171 inf -nan -nan 
-0.85 1.44871e+10 0.00209863 inf -nan -nan 
-0.84 1.18605e+10 0.00263947 inf -nan -nan 
-0.83 9.7101e+09 0.00328863 inf -nan -nan 
-0.82 7.94954e+09 0.0040618 inf -nan -nan 
-0.81 6.50816e+09 0.00497598 inf -nan -nan 
-0.8 5.32809e+09 0.00604944 inf -nan -nan 
-0.79 4.36196e+09 0.00730163 inf -nan -nan 
-0.78 3.57099e+09 0.00875315 inf -nan -nan 
-0.77 2.92343e+09 0.0104256 inf -nan -nan 
-0.76 2.39327e+09 0.0123415 inf -nan -nan 
-0.75 1.95924e+09 0.0145241 inf -nan -nan 
-0.74 1.6039e+09 0.0169973 inf -nan -nan 
-0.73 1.313e+09 0.0197851 inf -nan -nan 
-0.72 1.07484e+09 0.022912 inf -nan -nan 
-0.71 8.79865e+08 0.0264021 inf -nan -nan 
-0.7 7.20247e+08 0.0302795 inf -nan -nan 
-0.69 5.89575e+08 0.0345674 inf -nan -nan 
-0.68 4.82601e+08 0.0392884 inf -nan -nan 
-0.67 3.95028e+08 0.0444638 inf -nan -nan 
-0.66 3.23337e+08 0.0501135 inf -nan -nan 
-0.65 2.6465e+08 0.0562557 inf -nan -nan 
-0.64 2.16609e+08 0.062907 inf -nan -nan 
-0.63 1.77282e+08 0.0700813 inf -nan -nan 
-0.62 1.4509e+08 0.0777905 inf -nan -nan 
-0.61 1.18739e+08 0.0860436 inf -nan -nan 
-0.6 9.71694e+07 0.0948471 inf -nan -nan 
-0.59 7.9514e+07 0.104204 inf -nan -nan 
-0.58 6.50629e+07 0.114115 inf -nan -nan 
-0.57 5.3235e+07 0.124577 inf -nan -nan 
-0.56 4.35544e+07 0.135584 inf -nan -nan 
-0.55 3.56315e+07 0.147126 inf -nan -nan 
-0.54 2.91474e+07 0.159191 inf -nan -nan 
-0.53 2.38411e+07 0.171762 inf -nan -nan 
-0.52 1.94988e+07 0.18482 inf -nan -nan 
-0.51 1.59457e+07 0.198343 inf -nan -nan 
-0.5 1.30384e+07 0.212306 inf -nan -nan 
-0.49 1.06597e+07 0.22668 inf -nan -nan 
-0.48 8.71366e+06 0.241436 inf -nan -nan 
-0.47 7.12169e+06 0.256539 inf -nan -nan 
-0.46 5.8195e+06 0.271956 inf -nan -nan 
-0.45 4.75443e+06 0.287649 inf -nan -nan 
-0.44 3.88341e+06 0.30358 inf -nan -nan 
-0.43 3.17116e+06 0.319709 inf -nan -nan 
-0.42 2.58882e+06 0.335995 inf -nan -nan 
-0.41 2.11276e+06 0.352397 inf -nan -nan 
-0.4 1.72366e+06 0.368874 inf -nan -nan 
-0.39 1.40568e+06 0.385383 inf -nan -nan 
-0.38 1.14588e+06 0.401883 inf -nan -nan 
-0.37 933654 0.418333 inf -nan -nan 
-0.36 760341 0.434692 inf -nan -nan 
-0.35 618841 0.450921 inf -nan -nan 
-0.34 503351 0.466982 inf -nan -nan 
-0.33 409122 0.482838 inf -nan -nan 
-0.32 332268 0.498455 inf -nan -nan 
-0.31 269612 0.513799 inf -nan -nan 
-0.3 218555 0.528839 inf -nan -nan 
-0.29 176971 0.543546 inf -nan -nan 
-0.28 143122 0.557894 inf -nan -nan 
-0.27 115588 0.571859 inf -nan -nan 
-0.26 93206.9 0.585418 inf -nan -nan 
-0.25 75028.9 0.598552 inf -nan -nan 
-0.24 60278.4 0.611245 inf -nan -nan 
-0.23 48321.6 0.623482 inf -nan -nan 
-0.22 38640.5 0.635251 inf -nan -nan 
-0.21 30812.4 0.646542 inf -nan -nan 
-0.2 24492 0.657349 inf -nan -nan 
-0.19 19397.6 0.667667 inf -nan -nan 
-0.18 15299.4 0.677493 inf -nan -nan 
-0.17 12009.7 0.686828 inf -nan -nan 
-0.16 9375.88 0.695672 inf -nan -nan 
-0.15 7273.3 0.70403 inf -nan -nan 
-0.14 5600.55 0.711908 inf -nan -nan 
-0.13 4275.09 0.719312 inf -nan -nan 
-0.12 3229.77 0.726252 inf -nan -nan 
-0.11 2410.01 0.732737 inf -nan -nan 
-0.1 1771.5 0.73878 inf -nan -nan 
-0.09 1278.26 0.744394 inf -nan -nan 
-0.08 901.17 0.749591 inf -nan -nan 
-0.07 616.617 0.754388 inf -nan -nan 
-0.06 405.528 0.7588 inf -nan -nan 
-0.05 252.504 0.762842 inf -nan -nan 
-0.04 145.135 0.766533 inf -nan -nan 
-0.03 73.4407 0.769888 inf -nan -nan 
-0.02 29.4115 0.772927 inf -nan -nan 
-0.01 6.63655 0.775665 inf -nan -nan 
0 0 0.778123 inf -nan -nan 
0.01 5.43355 0.780316 inf -nan -nan 
0.02 19.7151 0.782263 inf -nan -nan 
0.03 40.3051 0.783981 inf -nan -nan 
0.04 65.2133 0.785489 inf -nan -nan 
0.05 92.8909 0.786801 inf -nan -nan 
0.06 122.143 0.787936 inf -nan -nan 
0.07 152.056 0.78891 inf -nan -nan 
0.08 181.943 0.789737 inf -nan -nan 
